DisciplineName,EventUnitName,ID,DisciplineCode,GenderCode,EventCode,PhaseCode,EventID,EventName,PhaseID,PhaseName,DisciplineID,EventOrder,PhaseType,EventUnitType,OlympicDay,StartDate,EndDate,Venue,VenueDescription,Location,LocationDescription,Status,StatusDescription,CompetitorCode,NOC,CompetitorName,Position,Mark,MedalType,IRM
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-000900--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:00:00+02:00,2024-08-01T09:25:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---CHN01,CHN,China,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-000900--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:00:00+02:00,2024-08-01T09:25:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---AUS01,AUS,Australia,,,,
Balonmano,"Femenino, ronda preliminar - Grupo B",HBLWTEAM7-------------GPB-001000--,HBL,W,,GPB-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPB---------,"Femenino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:00:00+02:00,2024-08-01T10:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---NED01,NED,Países Bajos,,,,
Balonmano,"Femenino, ronda preliminar - Grupo B",HBLWTEAM7-------------GPB-001000--,HBL,W,,GPB-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPB---------,"Femenino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:00:00+02:00,2024-08-01T10:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---BRA01,BRA,Brasil,,,,
Voleibol,"Femenino, ronda preliminar, grupo C",VVOWTEAM6-------------GPC-000300--,VVO,W,,GPC-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPC---------,"Femenino, ronda preliminar, grupo C",VVO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:00:00+02:00,2024-08-01T11:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---TUR01,TUR,Türkiye,,,,
Voleibol,"Femenino, ronda preliminar, grupo C",VVOWTEAM6-------------GPC-000300--,VVO,W,,GPC-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPC---------,"Femenino, ronda preliminar, grupo C",VVO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:00:00+02:00,2024-08-01T11:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---DOM01,DOM,Rep. Dominicana,,,,
Voleibol de playa,"Masculino, preliminares - grupo C",VBVMTEAM2-------------GPC-000300--,VBV,M,,GPC-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPC---------,"Masc., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:00:00+02:00,2024-08-01T09:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---GER01,GER,EHLERS/WICKLER,,,,
Voleibol de playa,"Masculino, preliminares - grupo C",VBVMTEAM2-------------GPC-000300--,VBV,M,,GPC-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPC---------,"Masc., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:00:00+02:00,2024-08-01T09:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---AUS01,AUS,HODGES/SCHUBERT,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001000--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:30:00+02:00,2024-08-01T09:55:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---GER01,GER,Alemania,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001000--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T09:30:00+02:00,2024-08-01T09:55:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---CAN01,CAN,Canadá,,,,
Hockey sobre césped,"Masculino, grupo B",HOCMTEAM11------------GPB-001000--,HOC,M,,GPB-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPB---------,"Masculino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:00:00+02:00,2024-08-01T11:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCMTEAM11--IND01,IND,India,,,,
Hockey sobre césped,"Masculino, grupo B",HOCMTEAM11------------GPB-001000--,HOC,M,,GPB-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPB---------,"Masculino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:00:00+02:00,2024-08-01T11:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCMTEAM11--BEL01,BEL,Bélgica,,,,
Voleibol de playa,"Masculino, preliminares - grupo A",VBVMTEAM2-------------GPA-000500--,VBV,M,,GPA-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPA---------,"Masc., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:00:00+02:00,2024-08-01T10:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---QAT01,QAT,CHERIF/AHMED,,,,
Voleibol de playa,"Masculino, preliminares - grupo A",VBVMTEAM2-------------GPA-000500--,VBV,M,,GPA-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPA---------,"Masc., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:00:00+02:00,2024-08-01T10:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---AUS02,AUS,NICOLAIDIS/CARRACHER,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-000900--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:05:00+02:00,2024-08-01T10:30:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---NED01,NED,Países Bajos,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-000900--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:05:00+02:00,2024-08-01T10:30:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---SRB01,SRB,Serbia,,,,
Hockey sobre césped,"Masculino, grupo B",HOCMTEAM11------------GPB-001100--,HOC,M,,GPB-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPB---------,"Masculino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:30:00+02:00,2024-08-01T12:00:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCMTEAM11--NZL01,NZL,Nueva Zelandia,,,,
Hockey sobre césped,"Masculino, grupo B",HOCMTEAM11------------GPB-001100--,HOC,M,,GPB-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPB---------,"Masculino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:30:00+02:00,2024-08-01T12:00:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCMTEAM11--AUS01,AUS,Australia,,,,
Waterpolo,"Masculino, ronda preliminar - grupo A",WPOMTEAM7-------------GPA-000700--,WPO,M,,GPA-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPA---------,"Masculino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:30:00+02:00,2024-08-01T11:55:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---GRE01,GRE,Grecia,,,,
Waterpolo,"Masculino, ronda preliminar - grupo A",WPOMTEAM7-------------GPA-000700--,WPO,M,,GPA-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPA---------,"Masculino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:30:00+02:00,2024-08-01T11:55:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---USA01,USA,Estados Unidos,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001000--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:35:00+02:00,2024-08-01T11:00:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---CHN01,CHN,China,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001000--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T10:35:00+02:00,2024-08-01T11:00:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---LAT01,LAT,Letonia,,,,
Baloncesto,"Femenino, fase de grupos - Grupo C",BKBWTEAM5-------------GPC-000300--,BKB,W,,GPC-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPC---------,Fase de grupos femenino - Grupo C,BKB-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T11:00:00+02:00,2024-08-01T12:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---JPN01,JPN,Japón,,,,
Baloncesto,"Femenino, fase de grupos - Grupo C",BKBWTEAM5-------------GPC-000300--,BKB,W,,GPC-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPC---------,Fase de grupos femenino - Grupo C,BKB-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T11:00:00+02:00,2024-08-01T12:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---GER01,GER,Alemania,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-001000--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T11:00:00+02:00,2024-08-01T12:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---KOR01,KOR,República de Corea,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-001000--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T11:00:00+02:00,2024-08-01T12:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---SWE01,SWE,Suecia,,,,
Voleibol de playa,"Femenino, preliminares - grupo A",VBVWTEAM2-------------GPA-000500--,VBV,W,,GPA-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPA---------,"Fem., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T11:00:00+02:00,2024-08-01T11:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---ESP02,ESP,LILIANA/PAULA,,,,
Voleibol de playa,"Femenino, preliminares - grupo A",VBVWTEAM2-------------GPA-000500--,VBV,W,,GPA-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPA---------,"Fem., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T11:00:00+02:00,2024-08-01T11:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---EGY01,EGY,MARWA/D. ELGHOBASHY,,,,
Voleibol de playa,"Masculino, preliminares - grupo D",VBVMTEAM2-------------GPD-000500--,VBV,M,,GPD-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPD---------,"Masc., fase preliminar, partidos grupo D",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T12:00:00+02:00,2024-08-01T12:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---CUB01,CUB,DIAZ/ALAYO,,,,
Voleibol de playa,"Masculino, preliminares - grupo D",VBVMTEAM2-------------GPD-000500--,VBV,M,,GPD-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPD---------,"Masc., fase preliminar, partidos grupo D",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T12:00:00+02:00,2024-08-01T12:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---MAR01,MAR,ABICHA/ELGRAOUI,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000700--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T12:05:00+02:00,2024-08-01T13:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---SRB01,SRB,Serbia,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000700--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T12:05:00+02:00,2024-08-01T13:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---ESP01,ESP,España,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001100--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T12:30:00+02:00,2024-08-01T12:55:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---AZE01,AZE,Azerbaiyán,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001100--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T12:30:00+02:00,2024-08-01T12:55:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---FRA01,FRA,Francia,,,,
Hockey sobre césped,"Masculino, grupo A",HOCMTEAM11------------GPA-001200--,HOC,M,,GPA-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPA---------,"Masculino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T12:45:00+02:00,2024-08-01T14:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCMTEAM11--FRA01,FRA,Francia,,,,
Hockey sobre césped,"Masculino, grupo A",HOCMTEAM11------------GPA-001200--,HOC,M,,GPA-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPA---------,"Masculino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T12:45:00+02:00,2024-08-01T14:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCMTEAM11--GBR01,GBR,Gran Bretaña,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001200--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:00:00+02:00,2024-08-01T13:25:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---USA01,USA,Estados Unidos,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001200--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:00:00+02:00,2024-08-01T13:25:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---AUS01,AUS,Australia,,,,
Voleibol,"Femenino, ronda preliminar, grupo B",VVOWTEAM6-------------GPB-000400--,VVO,W,,GPB-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPB---------,"Femenino, ronda preliminar, grupo B",VVO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:00:00+02:00,2024-08-01T15:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---BRA01,BRA,Brasil,,,,
Voleibol,"Femenino, ronda preliminar, grupo B",VVOWTEAM6-------------GPB-000400--,VVO,W,,GPB-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPB---------,"Femenino, ronda preliminar, grupo B",VVO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:00:00+02:00,2024-08-01T15:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---JPN01,JPN,Japón,,,,
Hockey sobre césped,"Masculino, grupo B",HOCMTEAM11------------GPB-001200--,HOC,M,,GPB-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPB---------,"Masculino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:15:00+02:00,2024-08-01T14:45:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCMTEAM11--ARG01,ARG,Argentina,,,,
Hockey sobre césped,"Masculino, grupo B",HOCMTEAM11------------GPB-001200--,HOC,M,,GPB-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPB---------,"Masculino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:15:00+02:00,2024-08-01T14:45:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCMTEAM11--IRL01,IRL,Irlanda,,,,
Baloncesto,"Femenino, fase de grupos - Grupo B",BKBWTEAM5-------------GPB-000300--,BKB,W,,GPB-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPB---------,Fase de grupos femenino - Grupo B,BKB-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:30:00+02:00,2024-08-01T15:15:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---AUS01,AUS,Australia,,,,
Baloncesto,"Femenino, fase de grupos - Grupo B",BKBWTEAM5-------------GPB-000300--,BKB,W,,GPB-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPB---------,Fase de grupos femenino - Grupo B,BKB-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:30:00+02:00,2024-08-01T15:15:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---CAN01,CAN,Canadá,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001100--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:35:00+02:00,2024-08-01T14:00:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---LTU01,LTU,Lituania,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001100--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T13:35:00+02:00,2024-08-01T14:00:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---POL01,POL,Polonia,,,,
Balonmano,"Femenino, ronda preliminar - Grupo B",HBLWTEAM7-------------GPB-001100--,HBL,W,,GPB-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPB---------,"Femenino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T14:00:00+02:00,2024-08-01T15:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---ESP01,ESP,España,,,,
Balonmano,"Femenino, ronda preliminar - Grupo B",HBLWTEAM7-------------GPB-001100--,HBL,W,,GPB-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPB---------,"Femenino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T14:00:00+02:00,2024-08-01T15:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---HUN01,HUN,Hungría,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001200--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T14:05:00+02:00,2024-08-01T14:30:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---NED01,NED,Países Bajos,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001200--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T14:05:00+02:00,2024-08-01T14:30:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---FRA01,FRA,Francia,,,,
Voleibol de playa,"Masculino, preliminares - grupo D",VBVMTEAM2-------------GPD-000600--,VBV,M,,GPD-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPD---------,"Masc., fase preliminar, partidos grupo D",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T15:00:00+02:00,2024-08-01T15:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---BRA01,BRA,GEORGE/ANDRE,,,,
Voleibol de playa,"Masculino, preliminares - grupo D",VBVMTEAM2-------------GPD-000600--,VBV,M,,GPD-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPD---------,"Masc., fase preliminar, partidos grupo D",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T15:00:00+02:00,2024-08-01T15:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---USA01,USA,PARTAIN/BENESH,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000800--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T15:00:00+02:00,2024-08-01T16:25:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---FRA01,FRA,Francia,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000800--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T15:00:00+02:00,2024-08-01T16:25:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---AUS01,AUS,Australia,,,,
Balonmano,"Femenino, ronda preliminar - Grupo B",HBLWTEAM7-------------GPB-001200--,HBL,W,,GPB-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPB---------,"Femenino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T16:00:00+02:00,2024-08-01T17:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---ANG01,ANG,Angola,,,,
Balonmano,"Femenino, ronda preliminar - Grupo B",HBLWTEAM7-------------GPB-001200--,HBL,W,,GPB-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPB---------,"Femenino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T16:00:00+02:00,2024-08-01T17:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---FRA01,FRA,Francia,,,,
