DisciplineName,EventUnitName,ID,DisciplineCode,GenderCode,EventCode,PhaseCode,EventID,EventName,PhaseID,PhaseName,DisciplineID,EventOrder,PhaseType,EventUnitType,OlympicDay,StartDate,EndDate,Venue,VenueDescription,Location,LocationDescription,Status,StatusDescription,CompetitorCode,NOC,CompetitorName,Position,Mark,MedalType,IRM
Rugby 7,"Femenino, grupo A",RU7WTEAM7-------------GPA-000600--,RU7,W,,GPA-,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------GPA---------,"Femenino, grupo A",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T16:30:00+02:00,2024-07-29T16:46:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,RU7WTEAM7---FIJ01,FIJ,Fiji,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-000500--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:00:00+02:00,2024-07-29T18:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--GBR01,GBR,Gran Bretaña,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-000500--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:00:00+02:00,2024-07-29T18:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--AUS01,AUS,Australia,,,,
Voleibol,"Femenino, ronda preliminar, grupo A",VVOWTEAM6-------------GPA-000100--,VVO,W,,GPA-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPA---------,"Femenino, ronda preliminar, grupo A",VVO-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:00:00+02:00,2024-07-29T19:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---USA01,USA,Estados Unidos,,,,
Voleibol,"Femenino, ronda preliminar, grupo A",VVOWTEAM6-------------GPA-000100--,VVO,W,,GPA-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPA---------,"Femenino, ronda preliminar, grupo A",VVO-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:00:00+02:00,2024-07-29T19:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---CHN01,CHN,China,,,,
Voleibol de playa,"Femenino, preliminares - grupo D",VBVWTEAM2-------------GPD-000200--,VBV,W,,GPD-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPD---------,"Fem., fase preliminar, partidos grupo D",VBV-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:00:00+02:00,2024-07-29T17:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---LAT01,LAT,TINA/ANASTASIJA,,,,
Voleibol de playa,"Femenino, preliminares - grupo D",VBVWTEAM2-------------GPD-000200--,VBV,W,,GPD-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPD---------,"Fem., fase preliminar, partidos grupo D",VBV-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:00:00+02:00,2024-07-29T17:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---SUI02,SUI,ESMEE/ZOE,,,,
Baloncesto,"Femenino, fase de grupos - Grupo B",BKBWTEAM5-------------GPB-000200--,BKB,W,,GPB-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPB---------,Fase de grupos femenino - Grupo B,BKB-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:15:00+02:00,2024-07-29T19:00:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---CAN01,CAN,Canadá,,,,
Baloncesto,"Femenino, fase de grupos - Grupo B",BKBWTEAM5-------------GPB-000200--,BKB,W,,GPB-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPB---------,Fase de grupos femenino - Grupo B,BKB-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:15:00+02:00,2024-07-29T19:00:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---FRA01,FRA,Francia,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-000600--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:30:00+02:00,2024-07-29T19:00:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--RSA01,RSA,Sudáfrica,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-000600--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T17:30:00+02:00,2024-07-29T19:00:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--ARG01,ARG,Argentina,,,,
Waterpolo,"Femenino, ronda preliminar - grupo A",WPOWTEAM7-------------GPA-000300--,WPO,W,,GPA-,WPOWTEAM7-------------------------,Femenino,WPOWTEAM7-------------GPA---------,"Femenino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T18:30:00+02:00,2024-07-29T19:55:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOWTEAM7---CHN01,CHN,China,,,,
Waterpolo,"Femenino, ronda preliminar - grupo A",WPOWTEAM7-------------GPA-000300--,WPO,W,,GPA-,WPOWTEAM7-------------------------,Femenino,WPOWTEAM7-------------GPA---------,"Femenino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T18:30:00+02:00,2024-07-29T19:55:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOWTEAM7---NED01,NED,Países Bajos,,,,
Balonmano,"Masculino, ronda preliminar - Grupo B",HBLMTEAM7-------------GPB-000500--,HBL,M,,GPB-,HBLMTEAM7-------------------------,Masculino,HBLMTEAM7-------------GPB---------,"Masculino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T19:00:00+02:00,2024-07-29T20:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLMTEAM7---FRA01,FRA,Francia,,,,
Balonmano,"Masculino, ronda preliminar - Grupo B",HBLMTEAM7-------------GPB-000500--,HBL,M,,GPB-,HBLMTEAM7-------------------------,Masculino,HBLMTEAM7-------------GPB---------,"Masculino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T19:00:00+02:00,2024-07-29T20:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLMTEAM7---NOR01,NOR,Noruega,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000500--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T19:45:00+02:00,2024-07-29T21:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--GER01,GER,Alemania,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000500--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T19:45:00+02:00,2024-07-29T21:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--NED01,NED,Países Bajos,,,,
Rugby 7,"Femenino, clasificación 9-12",RU7WTEAM7-------------SF9-000100--,RU7,W,,SF9-,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------SF9---------,"Femenino, clasificación 9-12",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:00:00+02:00,2024-07-29T20:16:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,9,,9º en la clasificación general,,,,
Rugby 7,"Femenino, clasificación 9-12",RU7WTEAM7-------------SF9-000100--,RU7,W,,SF9-,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------SF9---------,"Femenino, clasificación 9-12",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:00:00+02:00,2024-07-29T20:16:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,12,,12º en la clasificación general,,,,
Voleibol de playa,"Masculino, preliminares - grupo A",VBVMTEAM2-------------GPA-000400--,VBV,M,,GPA-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPA---------,"Masc., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:00:00+02:00,2024-07-29T20:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---SWE01,SWE,AHMAN/HELLVIG,,,,
Voleibol de playa,"Masculino, preliminares - grupo A",VBVMTEAM2-------------GPA-000400--,VBV,M,,GPA-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPA---------,"Masc., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:00:00+02:00,2024-07-29T20:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---QAT01,QAT,CHERIF/AHMED,,,,
Waterpolo,"Femenino, ronda preliminar - grupo A",WPOWTEAM7-------------GPA-000400--,WPO,W,,GPA-,WPOWTEAM7-------------------------,Femenino,WPOWTEAM7-------------GPA---------,"Femenino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:05:00+02:00,2024-07-29T21:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOWTEAM7---HUN01,HUN,Hungría,,,,
Waterpolo,"Femenino, ronda preliminar - grupo A",WPOWTEAM7-------------GPA-000400--,WPO,W,,GPA-,WPOWTEAM7-------------------------,Femenino,WPOWTEAM7-------------GPA---------,"Femenino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:05:00+02:00,2024-07-29T21:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOWTEAM7---CAN01,CAN,Canadá,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000600--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:15:00+02:00,2024-07-29T21:45:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--FRA01,FRA,Francia,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000600--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:15:00+02:00,2024-07-29T21:45:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--BEL01,BEL,Bélgica,,,,
Rugby 7,"Femenino, clasificación 9-12",RU7WTEAM7-------------SF9-000200--,RU7,W,,SF9-,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------SF9---------,"Femenino, clasificación 9-12",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:30:00+02:00,2024-07-29T20:46:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,10,,10º en la clasificación general,,,,
Rugby 7,"Femenino, clasificación 9-12",RU7WTEAM7-------------SF9-000200--,RU7,W,,SF9-,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------SF9---------,"Femenino, clasificación 9-12",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T20:30:00+02:00,2024-07-29T20:46:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,11,,11º en la clasificación general,,,,
Baloncesto,"Femenino, fase de grupos - Grupo C",BKBWTEAM5-------------GPC-000200--,BKB,W,,GPC-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPC---------,Fase de grupos femenino - Grupo C,BKB-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T22:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---USA01,USA,Estados Unidos,,,,
Baloncesto,"Femenino, fase de grupos - Grupo C",BKBWTEAM5-------------GPC-000200--,BKB,W,,GPC-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPC---------,Fase de grupos femenino - Grupo C,BKB-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T22:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---JPN01,JPN,Japón,,,,
Balonmano,"Masculino, ronda preliminar - Grupo B",HBLMTEAM7-------------GPB-000600--,HBL,M,,GPB-,HBLMTEAM7-------------------------,Masculino,HBLMTEAM7-------------GPB---------,"Masculino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T22:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLMTEAM7---ARG01,ARG,Argentina,,,,
Balonmano,"Masculino, ronda preliminar - Grupo B",HBLMTEAM7-------------GPB-000600--,HBL,M,,GPB-,HBLMTEAM7-------------------------,Masculino,HBLMTEAM7-------------GPB---------,"Masculino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T22:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLMTEAM7---HUN01,HUN,Hungría,,,,
Rugby 7,"Femenino, cuartos de final",RU7WTEAM7-------------QFNL000100--,RU7,W,,QFNL,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------QFNL--------,"Femenino, cuartos de final",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T21:16:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,A1,,1° del Grupo A,,,,
Rugby 7,"Femenino, cuartos de final",RU7WTEAM7-------------QFNL000100--,RU7,W,,QFNL,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------QFNL--------,"Femenino, cuartos de final",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T21:16:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,8,,8º en la clasificación general,,,,
Voleibol,"Femenino, ronda preliminar, grupo A",VVOWTEAM6-------------GPA-000200--,VVO,W,,GPA-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPA---------,"Femenino, ronda preliminar, grupo A",VVO-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T23:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---FRA01,FRA,Francia,,,,
Voleibol,"Femenino, ronda preliminar, grupo A",VVOWTEAM6-------------GPA-000200--,VVO,W,,GPA-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPA---------,"Femenino, ronda preliminar, grupo A",VVO-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T23:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---SRB01,SRB,Serbia,,,,
Voleibol de playa,"Femenino, preliminares - grupo F",VBVWTEAM2-------------GPF-000200--,VBV,W,,GPF-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPF---------,"Fem., fase preliminar, partidos grupo F",VBV-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T21:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---FRA02,FRA,PLACETTE/RICHARD,,,,
Voleibol de playa,"Femenino, preliminares - grupo F",VBVWTEAM2-------------GPF-000200--,VBV,W,,GPF-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPF---------,"Fem., fase preliminar, partidos grupo F",VBV-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:00:00+02:00,2024-07-29T21:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---GER02,GER,LUDWIG/LIPPMANN,,,,
Rugby 7,"Femenino, cuartos de final",RU7WTEAM7-------------QFNL000200--,RU7,W,,QFNL,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------QFNL--------,"Femenino, cuartos de final",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:30:00+02:00,2024-07-29T21:46:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,B2,,2° del Grupo B,,,,
Rugby 7,"Femenino, cuartos de final",RU7WTEAM7-------------QFNL000200--,RU7,W,,QFNL,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------QFNL--------,"Femenino, cuartos de final",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T21:30:00+02:00,2024-07-29T21:46:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,C2,,2° del Grupo C,,,,
Rugby 7,"Femenino, cuartos de final",RU7WTEAM7-------------QFNL000300--,RU7,W,,QFNL,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------QFNL--------,"Femenino, cuartos de final",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T22:00:00+02:00,2024-07-29T22:16:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,C1,,1° del Grupo C,,,,
Rugby 7,"Femenino, cuartos de final",RU7WTEAM7-------------QFNL000300--,RU7,W,,QFNL,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------QFNL--------,"Femenino, cuartos de final",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T22:00:00+02:00,2024-07-29T22:16:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,A2,,2º del Grupo A,,,,
Voleibol de playa,"Femenino, preliminares - grupo B",VBVWTEAM2-------------GPB-000400--,VBV,W,,GPB-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPB---------,"Fem., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T22:00:00+02:00,2024-07-29T22:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---USA01,USA,NUSS/KLOTH,,,,
Voleibol de playa,"Femenino, preliminares - grupo B",VBVWTEAM2-------------GPB-000400--,VBV,W,,GPB-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPB---------,"Fem., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T22:00:00+02:00,2024-07-29T22:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---AUS01,AUS,MARIAFE/CLANCY,,,,
Rugby 7,"Femenino, cuartos de final",RU7WTEAM7-------------QFNL000400--,RU7,W,,QFNL,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------QFNL--------,"Femenino, cuartos de final",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T22:30:00+02:00,2024-07-29T22:46:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,B1,,1° del Grupo B,,,,
Rugby 7,"Femenino, cuartos de final",RU7WTEAM7-------------QFNL000400--,RU7,W,,QFNL,RU7WTEAM7-------------------------,Femenino,RU7WTEAM7-------------QFNL--------,"Femenino, cuartos de final",RU7-------------------------------,0,3,HTEAM,2024-07-29,2024-07-29T22:30:00+02:00,2024-07-29T22:46:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,7,,7º en la clasificación general,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-000700--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T09:00:00+02:00,2024-07-30T10:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---GER01,GER,Alemania,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-000700--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T09:00:00+02:00,2024-07-30T10:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---SLO01,SLO,Eslovenia,,,,
Voleibol,"Masculino, ronda preliminar, grupo B",VVOMTEAM6-------------GPB-000300--,VVO,M,,GPB-,VVOMTEAM6-------------------------,Masculino,VVOMTEAM6-------------GPB---------,"Masculino, ronda preliminar, grupo B",VVO-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T09:00:00+02:00,2024-07-30T11:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOMTEAM6---ITA01,ITA,Italia,,,,
Voleibol,"Masculino, ronda preliminar, grupo B",VVOMTEAM6-------------GPB-000300--,VVO,M,,GPB-,VVOMTEAM6-------------------------,Masculino,VVOMTEAM6-------------GPB---------,"Masculino, ronda preliminar, grupo B",VVO-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T09:00:00+02:00,2024-07-30T11:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOMTEAM6---EGY01,EGY,Egipto,,,,
Voleibol de playa,"Masculino, preliminares - grupo C",VBVMTEAM2-------------GPC-000100--,VBV,M,,GPC-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPC---------,"Masc., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T09:00:00+02:00,2024-07-30T09:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---POL01,POL,BRYL/LOSIAK,,,,
Voleibol de playa,"Masculino, preliminares - grupo C",VBVMTEAM2-------------GPC-000100--,VBV,M,,GPC-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPC---------,"Masc., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T09:00:00+02:00,2024-07-30T09:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---AUS01,AUS,HODGES/SCHUBERT,,,,
Hockey sobre césped,"Masculino, grupo A",HOCMTEAM11------------GPA-000700--,HOC,M,,GPA-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPA---------,"Masculino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T10:00:00+02:00,2024-07-30T11:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCMTEAM11--ESP01,ESP,España,,,,
Hockey sobre césped,"Masculino, grupo A",HOCMTEAM11------------GPA-000700--,HOC,M,,GPA-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPA---------,"Masculino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T10:00:00+02:00,2024-07-30T11:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCMTEAM11--FRA01,FRA,Francia,,,,
Voleibol de playa,"Masculino, preliminares - grupo C",VBVMTEAM2-------------GPC-000200--,VBV,M,,GPC-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPC---------,"Masc., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T10:00:00+02:00,2024-07-30T10:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---GER01,GER,EHLERS/WICKLER,,,,
Voleibol de playa,"Masculino, preliminares - grupo C",VBVMTEAM2-------------GPC-000200--,VBV,M,,GPC-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPC---------,"Masc., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T10:00:00+02:00,2024-07-30T10:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---FRA02,FRA,BASSEREAU/LYNEEL,,,,
Hockey sobre césped,"Masculino, grupo A",HOCMTEAM11------------GPA-000800--,HOC,M,,GPA-,HOCMTEAM11------------------------,Masculino,HOCMTEAM11------------GPA---------,"Masculino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-30,2024-07-30T10:30:00+02:00,2024-07-30T12:00:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCMTEAM11--RSA01,RSA,Sudáfrica,,,,
